YEAR,MONTH,STATE, RESIDENTIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TOTAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , COMMERCIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , INDUSTRIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TRANSPORTATIONPHOTOVOLTAIC NET METERING CUSTOMER COUNT , TOTAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , RESIDENTIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL WIND INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL WIND INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  WIND INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION WIND INSTALLED NET METERING CAPACITY (MW) , TOTAL WIND INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL WIND NET METERING CUSTOMER COUNT , COMMERCIAL WIND NET METERING CUSTOMER COUNT , INDUSTRIAL WIND NET METERING CUSTOMER COUNT , TRANSPORTATION WIND NET METERING CUSTOMER COUNT , TOTAL WIND NET METERING CUSTOMER COUNT , RESIDENTIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL OTHER INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL OTHER INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  OTHER INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION OTHER INSTALLED NET METERING CAPACITY (MW) , TOTAL OTHER INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL OTHER NET METERING CUSTOMER COUNT , COMMERCIAL OTHER NET METERING CUSTOMER COUNT , INDUSTRIAL OTHER NET METERING CUSTOMER COUNT , TRANSPORTATION OTHER NET METERING CUSTOMER COUNT , TOTAL OTHER NET METERING CUSTOMER COUNT , RESIDENTIAL  TOTAL ELECTRIC ENERGY SOLD BACK TO THE UTILITY (MWh) , COMMERCIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , INDUSTRIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TRANSPORTATION  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , RESIDENTIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  TOTAL  INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION TOTAL  INSTALLED NET METERING CAPACITY (MW) , TOTAL  INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL TOTAL  NET METERING CUSTOMER COUNT , COMMERCIAL TOTAL  NET METERING CUSTOMER COUNT , INDUSTRIAL TOTAL  NET METERING CUSTOMER COUNT , TRANSPORTATION TOTAL  NET METERING CUSTOMER COUNT , TOTAL NET METERING CUSTOMER COUNT , RESIDENTIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , COMMERCIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , INDUSTRIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TRANSPORTATION  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITYFOR ALL STATES SERVED(MWh) , RESIDENTIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , COMMERCIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INDUSTRIAL  INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , TRANSPORTATION INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , RESIDENTIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , COMMERCIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , INDUSTRIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , TRANSPORTATION NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , NET METERING CUSTOMER COUNT FOR ALL STATES SERVED 
2011,1,ME, 21.47 , 5.08 , -   , -   , 26.55 , 1.24 , 0.66 , -   , -   , 1.90 , 358 , 60 , -   , -   , 418 , 4 , 4 , -   , -   , 9 , 0 , 0 , -   , -   , 1 , 186 , 26 , -   , -   , 212 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0.249,56.723,0,0,56.972,0.149,0.205,0,0,0.354, 5 , 3 , -   , -   , 8 ,26.025,66.301,0,0,92.326,1.888,1.065,0,0,2.953, 550 , 89 , -   , -   , 639 
2011,1,MI, -   , -   , -   , -   , -   , 1.94 , 0.69 , 0.02 , -   , 2.66 , 336 , 67 , 1 , -   , 404 , -   , -   , -   , -   , -   , 1 , 0 , 0 , -   , 1 , 166 , 19 , 1 , -   , 186 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0.005,0,0,0.005, -   , 2 , -   , -   , 2 ,0,0,0,0,0,2.896,0.965,0.022,0,3.883, 502 , 88 , 2 , -   , 592 
2011,1,MN, 0.81 , -   , -   , -   , 0.81 , 0.20 , 0.15 , -   , -   , 0.35 , 76 , 31 , -   , -   , 107 , 0 , 38 , -   , -   , 38 , 0 , 1 , -   , -   , 1 , 20 , 25 , -   , -   , 45 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,86.062,0,0,86.062,0,0.185,0,0,0.185, -   , 2 , -   , -   , 2 ,1.167,124.161,0,0,125.328,0.409,1.069,0,0,1.478, 96 , 58 , -   , -   , 154 
2011,1,MO, 0.20 , -   , -   , -   , 0.20 , 0.70 , 0.62 , -   , -   , 1.32 , 133 , 31 , -   , -   , 164 , -   , -   , -   , -   , -   , 0 , 1 , -   , -   , 1 , 32 , 4 , -   , -   , 36 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0.199,0,0,0,0.199,0.95,1.268,0,0,2.218, 165 , 35 , -   , -   , 200 
2011,1,MT, -   , -   , -   , -   , -   , 1.27 , 0.84 , -   , -   , 2.11 , 489 , 167 , -   , -   , 656 , -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 80 , 27 , -   , -   , 107 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.015,0.07,0,0,0.085, 2 , 2 , -   , -   , 4 ,0,0,0,0,0,1.953,1.254,0,0,3.207, 571 , 196 , -   , -   , 767 
2011,1,NC, 2.38 , 0.01 , -   , -   , 2.39 , 0.27 , 0.08 , -   , -   , 0.34 , 63 , 14 , -   , -   , 77 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 6 , 2 , -   , -   , 8 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,2.551,0.01,0,0,2.561,0.283,0.079,0,0,0.362, 69 , 16 , -   , -   , 85 
2011,1,ND, -   , -   , -   , -   , -   , 0.01 , -   , -   , -   , 0.01 , 2 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 18 , 1 , -   , -   , 19 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.248,0.066,0,0,0.314, 20 , 1 , -   , -   , 21 
2011,1,NE, -   , 0.00 , -   , -   , 0.00 , 0.04 , 0.01 , 0.01 , -   , 0.05 , 7 , 2 , 2 , -   , 11 , 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 4 , 2 , -   , -   , 6 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.988,0.001,0,0,0.989,0.061,0.016,0.008,0,0.085, 11 , 4 , 2 , -   , 17 
2011,1,NH, -   , -   , -   , -   , -   , 1.26 , 0.49 , 0.25 , -   , 2.00 , 356 , 57 , 8 , -   , 421 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 63 , 9 , -   , -   , 72 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06, -   , -   , 1 , -   , 1 ,0,0,0,0,0,0.527,0.178,0.167,0,0.872, 144 , 9 , 1 , -   , 154 ,0,0,0,0,0,2.079,0.793,0.475,0,3.347, 563 , 75 , 10 , -   , 648 
2011,1,NJ, 38.97 , 87.90 , -   , -   , 126.87 , 33.61 , 55.73 , 4.74 , -   , 94.08 ," 4,155 ", 703 , 16 , -   ," 4,874 ",,,,, -   , 0 , 0 , -   , -   , 0 , 30 , 4 , -   , -   , 34 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.14,,,0.14,, 1 ,,, 1 ,38.97,87.9,0,0,126.87,33.866,55.962,4.74,0,94.568," 4,185 ", 708 , 16 , -   ," 4,909 "
2011,1,NM, 14.35 , 0.23 , -   , -   , 14.58 , 1.03 , 0.02 , -   , -   , 1.04 , 294 , 5 , -   , -   , 299 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 2 , 1 , -   , -   , 3 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,14.35,0.229,0,0,14.579,1.031,0.021,0,0,1.052, 296 , 6 , -   , -   , 302 
2011,1,NV, 199.15 , 76.18 , 0.75 , -   , 276.08 , 4.32 , 5.44 , 1.43 , -   , 11.19 , 954 , 141 , 15 , -   ," 1,110 ", 5 , 1 , -   , -   , 5 , 0 , 0 , -   , -   , 0 , 50 , 10 , -   , -   , 60 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.467,0,0,0,0.467,0.027,0.093,0.05,0,0.17, 4 , 1 , 1 , -   , 6 ,204.222,76.989,0.75,0,281.961,4.542,5.708,1.481,0,11.731," 1,008 ", 152 , 16 , -   ," 1,176 "
2011,1,NY, -   , -   , -   , -   , -   , 9.72 , 6.29 , -   , -   , 16.01 ," 1,698 ", 291 , -   , -   ," 1,989 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 54 , 10 , -   , -   , 64 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.108,2.685,0,0,2.793, 11 , 6 , -   , -   , 17 ,0,0,0,0,0,10.139,9.148,0,0,19.287," 1,764 ", 307 , -   , -   ," 2,071 "
2011,1,OH, -   , -   , -   , -   , -   , 1.94 , 11.78 , 0.27 , -   , 13.99 , 431 , 260 , 7 , -   , 698 , -   , -   , -   , -   , -   , 1 , 5 , 0 , -   , 7 , 185 , 68 , 2 , -   , 255 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.001,1.53,0.5,0,2.031, 1 , 4 , 1 , -   , 6 ,0,0,0,0,0,2.99,18.617,0.916,0,22.523, 618 , 332 , 10 , -   , 960 
2011,1,OK, 0.58 , -   , -   , -   , 0.58 , 0.15 , 0.13 , -   , -   , 0.29 , 52 , 6 , -   , -   , 58 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 14 , 5 , -   , -   , 19 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.72,0,0,0,0.72,0.204,0.272,0,0,0.476,66,11,0,0,77
2011,1,OR, 25.09 , 53.63 , -   , -   , 78.72 , 3.93 , 8.04 , 0.07 , -   , 12.06 ," 1,202 ", 178 , 2 , -   ," 1,382 ", 4 , 2 , -   , -   , 6 , 0 , 0 , -   , -   , 0 , 20 , 5 , -   , -   , 25 ,,,,,0.00,,,,,0.00,,,,, -   ,0.519,0,0,0,0.519,0.008,0.533,0,0,0.541, 1 , 5 , -   , -   , 6 ,29.796,55.674,0,0,85.47,4.118,8.774,0.07,0,12.962," 1,223 ", 188 , 2 , -   ," 1,413 "
2011,1,PA, -   , 0.32 , -   , -   , 0.32 , 20.92 , 12.91 , 4.41 , -   , 38.24 ," 2,924 ", 278 , 28 , -   ," 3,230 ", -   , -   , -   , -   , -   , 0 , 0 , 0 , -   , 0 , 107 , 18 , 1 , -   , 126 ,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01, -   , 1 , -   , -   , 1 ,0,0,0,0,0,0.037,0.215,0,0,0.252, 6 , 3 , -   , -   , 9 ,0,0.324,0,0,0.324,21.309,13.199,4.415,0,38.923," 3,037 ", 300 , 29 , -   ," 3,366 "
2011,1,RI, -   , -   , -   , -   , -   , 0.59 , 0.64 , -   , -   , 1.23 , 128 , 39 , -   , -   , 167 , 0 , -   , -   , -   , 0 , 0 , 2 , -   , -   , 2 , 9 , 5 , -   , -   , 14 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.002,0.001,0,0,0.003, 2 , 1 , -   , -   , 3 ,0.24,0,0,0,0.24,0.604,2.917,0,0,3.521, 139 , 45 , -   , -   , 184 
2011,1,SC, 3.19 , 2.13 , -   , -   , 5.31 , 0.30 , 0.03 , -   , -   , 0.33 , 86 , 8 , -   , -   , 94 , -   , -   , -   , -   , -   , 0 , -   , -   , -   , 0 , 1 , -   , -   , -   , 1 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,3.188,2.125,0,0,5.313,0.298,0.033,0,0,0.331, 87 , 8 , -   , -   , 95 
2011,1,SD,,,,, -   , -   , 0.04 , -   , -   , 0.04 , -   , 2 , -   , -   , 2 , 1 , 2 , -   , -   , 4 , 0 , 0 , -   , -   , 0 , 21 , 4 , -   , -   , 25 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1.408,2.367,0,0,3.775,0.101,0.092,0,0,0.193, 21 , 6 , -   , -   , 27 
2011,1,TX, 0.10 , -   , -   , -   , 0.10 , 0.39 , 0.25 , -   , -   , 0.65 , 80 , 22 , -   , -   , 102 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 6 , 1 , -   , -   , 7 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.102,0,0,0,0.102,0.41,0.255,0,0,0.665, 86 , 23 , -   , -   , 109 
2011,1,UT, 0.01 , -   , -   , -   , 0.01 , 0.30 , 0.17 , -   , -   , 0.47 , 80 , 10 , -   , -   , 90 , -   , -   , -   , -   , -   , 0 , -   , -   , -   , 0 , 2 , -   , -   , -   , 2 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.012,0,0,0,0.012,0.303,0.173,0,0,0.476, 82 , 10 , -   , -   , 92 
2011,1,VA, -   , -   , -   , -   , -   , 2.52 , 0.67 , 0.01 , -   , 3.20 , 560 , 54 , 1 , -   , 615 , -   , -   , -   , -   , -   , 0 , 0 , 0 , -   , 0 , 37 , 5 , 1 , -   , 43 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.005,,,,0.005, 1 ,,,, 1 ,0,0,0,0,0,2.654,0.688,0.019,0,3.361, 598 , 59 , 2 , -   , 659 
2011,1,VT, 5.50 , 23.51 , -   , -   , 29.02 , 1.67 , 1.15 , -   , -   , 2.84 , 368 , 27 , -   , -   , 395 , -   , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 16 , 4 , -   , -   , 20 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,0.395,0.016,0,0,0.411, 61 , 1 , -   , -   , 62 ,5.504,23.602,0,0,29.106,2.178,1.238,0,0,3.416, 445 , 32 , -   , -   , 477 
2011,1,WA, 2.77 , 1.68 , -   , -   , 4.44 , 3.42 , 0.79 , 0.02 , -   , 4.23 , 925 , 111 , 1 , -   ," 1,037 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 52 , 3 , -   , -   , 55 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0.04,0,0,0,0.04,0.172,0.002,0,0,0.174, 13 , 1 , -   , -   , 14 ,2.806,1.676,0,0,4.482,3.834,1.003,0.024,0,4.861, 991 , 115 , 1 , -   ," 1,107 "
2011,1,WI, 1.50 , -   , -   , -   , 1.50 , 1.84 , 1.69 , 0.02 , -   , 3.55 , 394 , 171 , 1 , -   , 566 , 0 , 1 , -   , -   , 1 , 1 , 2 , -   , -   , 2 , 84 , 74 , -   , -   , 158 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.052,7.024,0,0,7.076, 2 , 38 , -   , -   , 40 ,1.743,1.24,0,0,2.983,2.68,10.22,0.019,0,12.919, 480 , 283 , 1 , -   , 764 
2011,1,WV, -   , -   , -   , -   , -   , 0.36 , 0.22 , -   , -   , 0.59 , 87 , 17 , -   , -   , 104 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 25 , 3 , -   , -   , 28 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.001,,,0.001,, 1 ,,, 1 ,0,0,0,0,0,0.438,0.237,0,0,0.675, 112 , 21 , -   , -   , 133 
2011,1,WY, 0.78 , 0.01 , -   , -   , 0.79 , 0.12 , 0.08 , -   , -   , 0.20 , 24 , 4 , -   , -   , 28 , 43 , 4 , -   , -   , 47 , 0 , 0 , -   , -   , 0 , 61 , 2 , -   , -   , 63 ,,,,,0.00,,,,,0.00,,,,, -   ,12,1,0,0,13,0.357,0.033,0,0,0.39, 66 , 4 , -   , -   , 70 ,55.661,5.121,0,0,60.782,0.624,0.133,0,0,0.757, 151 , 10 , -   , -   , 161 
2011,2,AK, 0.09 , -   , -   , -   , 0.09 , 0.01 , 0.02 , 0.00 , -   , 0.04 , 9 , 4 , 1 , -   , 14 , 1 , 0 , -   , -   , 1 , 0 , 0 , 0 , -   , 0 , 25 , 4 , 1 , -   , 30 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1.312,0.012,0,0,1.324,0.097,0.034,0.005,0,0.136, 34 , 8 , 2 , -   , 44 
2011,2,AR, -   , -   , -   , -   , -   , 0.41 , 0.08 , -   , -   , 0.50 , 96 , 10 , -   , -   , 106 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 5 , 4 , -   , -   , 9 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.431,0.091,0,0,0.522, 101 , 14 , -   , -   , 115 
2011,2,AZ, 886.10 , 277.40 ," 1,967.58 ", -   ," 3,131.08 ", 25.73 , 18.24 , 10.06 , -   , 54.02 ," 4,626 ", 168 , 51 , -   ," 4,845 ", 12 , 0 , -   , -   , 12 , 0 , 0 , -   , -   , 0 , 105 , 4 , -   , -   , 109 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,897.727,277.53,1967.584,0,3142.841,26.03,18.243,10.057,0,54.33," 4,731 ", 172 , 51 , -   ," 4,954 "
2011,2,CA, 346.40 , 133.87 , 141.47 , -   , 621.75 , 203.21 , 60.00 , 189.72 , -   , 452.94 ," 44,019 ", 788 ," 1,694 ", -   ," 46,501 ", 9 , -   , -   , -   , 9 , 3 , 1 , 2 , -   , 6 , 374 , 8 , 18 , -   , 400 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.14,2.69,8.499,0,11.329, 23 , 5 , 18 , -   , 46 ,355.603,133.874,141.474,0,630.951,206.176,63.838,200.573,0,470.587," 44,416 ", 801 ," 1,730 ", -   ," 46,947 "
2011,2,CO, 18.69 , 0.26 , -   , -   , 18.95 , 4.05 , 4.75 , 0.36 , -   , 9.16 , 885 , 199 , 5 , -   ," 1,089 ", -   , -   , -   , -   , -   , 0 , 1 , 2 , -   , 3 , 30 , 17 , 1 , -   , 48 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,0.00,1.63, -   , -   , 4 , -   , 4 ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,18.691,0.256,0,0,18.947,4.159,5.724,3.785,0,13.668, 915 , 216 , 10 , -   ," 1,141 "
2011,2,CT, 10.03 , 13.37 , -   , -   , 23.41 , 1.46 , 1.32 , 0.33 , -   , 3.11 , 246 , 20 , 3 , -   , 269 , -   , -   , 4 , -   , 4 , -   , -   , 0 , -   , 0 , -   , -   , 1 , -   , 1 ,,,,,0.00,,,,,0.00,,,,, -   ,0.12,12.96,0,0,13.08,0.075,0.723,0,0,0.798, 1 , 8 , -   , -   , 9 ,10.154,26.333,3.84,0,40.327,1.537,2.043,0.426,0,4.006, 247 , 28 , 4 , -   , 279 
2011,2,DC, -   , -   , -   , -   , -   , 1.16 , 0.83 , -   , -   , 1.99 , 309 , 20 , -   , -   , 329 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,1.16,0.83,0,0,1.99, 309 , 20 , -   , -   , 329 
2011,2,DE, 9.42 , 0.40 , -   , -   , 9.82 , 3.76 , 2.98 , 0.14 , -   , 6.89 , 655 , 103 , 5 , -   , 763 , 0 , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 20 , 7 , -   , -   , 27 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,9.44,0.5,0,0,9.94,3.813,3.088,0.14,0,7.041, 675 , 110 , 5 , -   , 790 
2011,2,FL, 185.32 , 57.03 , -   , -   , 242.35 , 8.38 , 7.00 , -   , -   , 15.37 ," 1,742 ", 226 , -   , -   ," 1,968 ", -   , 1 , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 5 , 15 , -   , -   , 20 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,185.322,57.724,0,0,243.046,8.389,7.037,0,0,15.426," 1,747 ", 241 , -   , -   ," 1,988 "
2011,2,GA, 23.40 , 98.30 , 7.10 , -   , 128.80 , 1.26 , 0.72 , 0.01 , -   , 1.99 , 96 , 48 , 1 , -   , 145 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,23.4,98.3,7.1,0,128.8,1.256,0.72,0.014,0,1.99, 96 , 48 , 1 , -   , 145 
2011,2,HI, 62.21 , 21.20 , -   , -   , 83.41 , 14.89 , 15.74 , -   , -   , 30.63 ," 4,537 ", 474 , -   , -   ," 5,011 ", 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 31 , 5 , -   , -   , 36 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0.049,0,0,0.049, -   , 1 , -   , -   , 1 ,62.813,21.202,0,0,84.015,14.985,15.878,0,0,30.863," 4,568 ", 480 , -   , -   ," 5,048 "
2011,2,IA, 0.53 , 0.01 , -   , -   , 0.54 , 0.12 , 0.11 , -   , -   , 0.24 , 28 , 13 , -   , -   , 41 , 4 , 21 , -   , -   , 25 , 1 , 2 , 0 , -   , 3 , 88 , 45 , 2 , -   , 135 ,0.00,0.00,0.30,0.00,0.30,0.00,0.00,2.00,0.00,2.00, -   , -   , 1 , -   , 1 ,0,116.9,0,0,116.9,0,1.292,0.346,0,1.638, -   , 3 , 2 , -   , 5 ,4.48,137.545,0.3,0,142.325,1.178,2.922,2.502,0,6.602, 116 , 61 , 5 , -   , 182 
2011,2,ID, -   , -   , -   , -   , -   , 0.37 , 0.13 , 0.02 , -   , 0.52 , 108 , 22 , 1 , -   , 131 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 49 , 3 , -   , -   , 52 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.05,0.098,0,0,0.148, 11 , 5 , -   , -   , 16 ,0,0,0,0,0,0.702,0.327,0.024,0,1.053, 168 , 30 , 1 , -   , 199 
2011,2,IL, 0.17 , -   , -   , -   , 0.17 , 0.70 , 0.48 , -   , -   , 1.19 , 193 , 28 , -   , -   , 221 , 0 , 4 , -   , -   , 4 , 0 , 2 , -   , -   , 2 , 54 , 14 , -   , -   , 68 ,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,130.348,0,0,130.348,0.588,1.412,0,0,2, 114 , 42 , -   , -   , 156 ,0.236,134.508,0,0,134.744,1.503,3.744,0,0,5.247, 361 , 84 , -   , -   , 445 
