YEAR,MONTH,STATE, RESIDENTIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TOTAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , COMMERCIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , INDUSTRIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TRANSPORTATIONPHOTOVOLTAIC NET METERING CUSTOMER COUNT , TOTAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , RESIDENTIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL WIND INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL WIND INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  WIND INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION WIND INSTALLED NET METERING CAPACITY (MW) , TOTAL WIND INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL WIND NET METERING CUSTOMER COUNT , COMMERCIAL WIND NET METERING CUSTOMER COUNT , INDUSTRIAL WIND NET METERING CUSTOMER COUNT , TRANSPORTATION WIND NET METERING CUSTOMER COUNT , TOTAL WIND NET METERING CUSTOMER COUNT , RESIDENTIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL OTHER INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL OTHER INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  OTHER INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION OTHER INSTALLED NET METERING CAPACITY (MW) , TOTAL OTHER INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL OTHER NET METERING CUSTOMER COUNT , COMMERCIAL OTHER NET METERING CUSTOMER COUNT , INDUSTRIAL OTHER NET METERING CUSTOMER COUNT , TRANSPORTATION OTHER NET METERING CUSTOMER COUNT , TOTAL OTHER NET METERING CUSTOMER COUNT , RESIDENTIAL  TOTAL ELECTRIC ENERGY SOLD BACK TO THE UTILITY (MWh) , COMMERCIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , INDUSTRIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TRANSPORTATION  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , RESIDENTIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  TOTAL  INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION TOTAL  INSTALLED NET METERING CAPACITY (MW) , TOTAL  INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL TOTAL  NET METERING CUSTOMER COUNT , COMMERCIAL TOTAL  NET METERING CUSTOMER COUNT , INDUSTRIAL TOTAL  NET METERING CUSTOMER COUNT , TRANSPORTATION TOTAL  NET METERING CUSTOMER COUNT , TOTAL NET METERING CUSTOMER COUNT , RESIDENTIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , COMMERCIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , INDUSTRIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TRANSPORTATION  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITYFOR ALL STATES SERVED(MWh) , RESIDENTIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , COMMERCIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INDUSTRIAL  INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , TRANSPORTATION INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , RESIDENTIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , COMMERCIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , INDUSTRIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , TRANSPORTATION NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , NET METERING CUSTOMER COUNT FOR ALL STATES SERVED 
2011,11,AZ," 1,528.08 ", 453.11 , 114.05 , -   ," 2,095.23 ", 37.17 , 7.70 , 16.70 , -   , 61.57 ," 6,416 ", 265 , 75 , -   ," 6,756 ", 12 , 0 , -   ,, 12 , 0 , 0 , 0 ,, 0 , 110 , 4 , 1 ,, 115 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1539.933,453.181,114.047,0,2107.161,37.483,7.704,16.721,0,61.908," 6,526 ", 269 , 76 , -   ," 6,871 "
2011,11,CA, 464.77 , 130.82 , 333.16 , -   , 928.75 , 506.91 , 266.03 , 282.47 , -   ," 1,055.42 "," 103,254 "," 3,728 "," 1,906 ", -   ," 108,888 ", 14 , -   , -   , -   , 14 , 4 , 2 , 2 , -   , 8 , 475 , 33 , 18 , -   , 526 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,1.111,8.52,40.499,0,50.13, 158 , 24 , 58 , -   , 240 ,479.173,130.821,333.158,0,943.152,511.843,276.704,325.321,0,1113.868," 103,887 "," 3,785 "," 1,982 ", -   ," 109,654 "
2011,11,CO, 29.02 , 1.18 , -   , -   , 30.20 , 5.34 , 6.53 , 0.33 , -   , 12.20 ," 1,079 ", 229 , 5 , -   ," 1,313 ", 0 , -   , -   , -   , 0 , 0 , 1 , 2 , -   , 3 , 34 , 17 , 1 , -   , 52 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45, -   , -   , 5 , -   , 5 ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,29.35,1.184,0,0,30.534,5.649,7.51,5.581,0,18.74," 1,113 ", 246 , 11 , -   ," 1,370 "
2011,11,CT, 81.96 , 24.50 , 5.62 ,, 112.09 , 13.33 , 15.88 , 1.35 , -   , 30.56 ," 2,092 ", 345 , 11 , -   ," 2,448 ",,, 4 ,, 4 , 0 , 0 , 0 , -   , 0 , 16 , 5 , 1 , -   , 22 ,,,,,0.00,,,,,0.00,,,,, -   ,,4.88,,,4.88,0.045,4.935,2.025,0,7.005, 8 , 19 , 4 , -   , 31 ,81.961,29.384,9.7,0,121.045,13.452,20.85,3.47,0,37.772," 2,116 ", 369 , 16 , -   ," 2,501 "
2011,11,DC, 3.27 , -   , -   ,, 3.27 , 1.80 , 1.69 , -   ,, 3.49 , 467 , 41 , -   ,, 508 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,3.266,0,0,0,3.266,1.8,1.693,0,0,3.493, 467 , 41 , -   , -   , 508 
2011,11,DE, 3.86 , -   , -   , -   , 3.86 , 4.96 , 7.13 , 1.93 , -   , 14.02 , 826 , 148 , 8 , -   , 982 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 20 , 7 , -   , -   , 27 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,3.855,0,0,0,3.855,5.006,7.286,1.926,0,14.218, 846 , 155 , 8 , -   ," 1,009 "
2011,11,FL, 250.99 , 93.18 , 0.02 , -   , 344.20 , 11.68 , 9.48 , 0.06 , -   , 21.21 ," 2,303 ", 399 , 2 , -   ," 2,704 ", 0 , 1 ,,, 1 , 0 , 0 ,,, 0 , 7 , 15 ,,, 22 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,250.999,93.889,0.02,0,344.908,11.7,9.514,0.06,0,21.274," 2,310 ", 414 , 2 , -   ," 2,726 "
2011,11,GA, 174.70 , 196.70 , 3.90 , -   , 375.30 , 2.14 , 1.34 , 0.05 , -   , 3.53 , 132 , 77 , 3 , -   , 212 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,174.7,196.7,3.9,0,375.3,2.141,1.337,0.052,0,3.53, 132 , 77 , 3 , -   , 212 
2011,11,HI,,,,, -   , 28.06 , 20.93 ,,, 48.99 ," 8,167 ", 613 ,,," 8,780 ",,,,, -   , 0 , 0 ,,, 0 , 30 , 6 ,,, 36 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.049,,,0.049,, 1 ,,, 1 ,0,0,0,0,0,28.134,21.071,0,0,49.205," 8,197 ", 620 , -   , -   ," 8,817 "
2011,11,IA, 2.16 , 0.43 , -   , -   , 2.59 , 0.15 , 0.17 , -   , -   , 0.31 , 30 , 19 , -   , -   , 49 , 79 , 89 , -   , -   , 168 , 1 , 6 , 0 , -   , 7 , 90 , 64 , 4 , -   , 158 ,,,,,0.00,,,,,0.00,,,,, -   ,0,38.5,0,0,38.5,0,1.292,2.346,0,3.638, -   , 3 , 3 , -   , 6 ,81.471,128.068,0,0,209.539,1.016,7.183,2.56,0,10.759, 120 , 86 , 7 , -   , 213 
2011,11,ID, -   , -   , -   , -   , -   , 0.54 , 0.91 , 0.03 , -   , 1.48 , 158 , 51 , 3 , -   , 212 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 66 , 6 , -   , -   , 72 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0.051,0.098,0,0,0.149, 13 , 5 , -   , -   , 18 ,0,0,0,0,0,0.976,1.148,0.032,0,2.156, 237 , 62 , 3 , -   , 302 
2011,11,IL, 0.10 , -   , -   , -   , 0.10 , 1.53 , 0.79 , -   , -   , 2.32 , 361 , 81 , -   , -   , 442 , 0 , 25 , -   , -   , 25 , 0 , 2 , -   , -   , 2 , 113 , 26 , -   , -   , 139 ,,,,,0.00,,,,,0.00,,,,, -   ,0,469.068,0,0,469.068,0,1.2,0,0,1.2, -   , 1 , -   , -   , 1 ,0.249,493.899,0,0,494.148,1.994,3.911,0,0,5.905, 474 , 108 , -   , -   , 582 
2011,11,IN, 0.99 , 1.23 , -   , -   , 2.23 , 0.56 , 0.47 , -   , -   , 1.03 , 142 , 53 , -   , -   , 195 , -   , -   ,,, -   , 0 , 0 ,,, 1 , 68 , 12 ,,, 80 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.2,,,0.2,, 1 ,,, 1 ,0.994,1.231,0,0,2.225,0.793,1.119,0,0,1.912, 210 , 66 , -   , -   , 276 
2011,11,KS, -   , -   , -   , -   , -   , 0.17 , 0.35 , -   , -   , 0.52 , 41 , 19 , -   , -   , 60 , -   , -   , -   , -   , -   , 0 , 1 , -   , -   , 1 , 28 , 15 , -   , -   , 43 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.281,0.883,0,0,1.164, 69 , 34 , -   , -   , 103 
2011,11,KY, 5.87 , 1.56 , -   , -   , 7.43 , 0.26 , 0.61 , -   , -   , 0.87 , 123 , 24 , -   , -   , 147 , 0 , -   , -   , -   , 0 , 0 , -   , -   , -   , 0 , 3 , -   , -   , -   , 3 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,5.946,1.559,0,0,7.505,0.267,0.613,0,0,0.88, 126 , 24 , -   , -   , 150 
2011,11,LA, -   , -   , -   , -   , -   , 4.62 , 0.26 , -   , -   , 4.88 , 930 , 21 , -   , -   , 951 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,4.621,0.258,0,0,4.879, 930 , 21 , -   , -   , 951 
2011,11,MA, 0.37 ,,,, 0.37 , 6.95 , 21.12 , 0.46 ,, 28.53 ," 1,581 ", 413 , 4 ,," 1,998 ",,,,, -   , 0 , 7 , 1 ,, 8 , 27 , 15 , 1 ,, 43 ,,,,,0.00,0.07,0.25,,,0.31, 53 , 7 ,,, 60 ,,91,,,91,0.321,2.371,,,2.692, 9 , 6 ,,, 15 ,0.369,91,0,0,91.369,7.475,30.831,1.059,0,39.365," 1,670 ", 441 , 5 , -   ," 2,116 "
2011,11,MD, -   , -   , -   , -   , -   , 5.14 , 10.74 , 1.00 , -   , 16.88 ," 1,008 ", 100 , 1 , -   ," 1,109 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 39 , 11 , -   , -   , 50 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,5.281,10.787,1,0,17.068," 1,047 ", 111 , 1 , -   ," 1,159 "
2011,11,ME, 63.37 , 18.23 ,,, 81.60 , 1.69 , 0.92 ,,, 2.60 , 456 , 76 ,,, 532 , 2 , 1 ,,, 3 , 0 , 0 ,,, 1 , 184 , 31 ,,, 215 ,,,,,0.00,,,,,0.00,,,,, -   ,0.342,27.922,,,28.264,0.16,0.241,,,0.401, 6 , 6 ,,, 12 ,65.224,47.534,0,0,112.758,2.345,1.373,0,0,3.718, 646 , 113 , -   , -   , 759 
2011,11,MI, -   , -   , -   , -   , -   , 3.65 , 1.63 , 0.05 , -   , 5.33 , 552 , 129 , 3 , -   , 684 , -   , -   , -   , -   , -   , 1 , 0 , 0 , -   , 2 , 161 , 38 , 1 , -   , 200 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,3.086,1.763,0.054,0,4.903, 485 , 142 , 4 , -   , 631 ,0,0,0,0,0,8.224,3.738,0.108,0,12.07," 1,198 ", 309 , 8 , -   ," 1,515 "
2011,11,MN, 2.52 , 1.56 , -   , -   , 4.08 , 0.24 , 0.18 , -   , -   , 0.43 , 85 , 32 , -   , -   , 117 , 63 , 41 , -   , -   , 104 , 1 , 1 , 0 , -   , 1 , 39 , 27 , 1 , -   , 67 ,,,,,0.00,,,,,0.00,,,,, -   ,0,42.878,0,0,42.878,0,0.185,0,0,0.185, -   , 2 , -   , -   , 2 ,65.188,85.393,0,0,150.581,1.069,0.934,0.02,0,2.023, 124 , 61 , 1 , -   , 186 
2011,11,MO, 0.01 , -   , -   , -   , 0.01 , 1.27 , 2.40 , -   , -   , 3.67 , 244 , 151 , -   , -   , 395 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 33 , 11 , -   , -   , 44 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.007,0,0,0,0.007,1.367,2.537,0,0,3.904, 277 , 162 , -   , -   , 439 
2011,11,MT, -   ,,,, -   , 1.29 , 0.84 , -   , -   , 2.13 , 490 , 167 , -   , -   , 657 , -   ,,,, -   , 1 , 0 , -   , -   , 1 , 80 , 27 , -   , -   , 107 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.015,0.07,0,0,0.085, 2 , 2 , -   , -   , 4 ,0,0,0,0,0,1.978,1.254,0,0,3.232, 572 , 196 , -   , -   , 768 
2011,11,NC, 6.67 , 0.80 ,,, 7.48 , 0.44 , 0.72 ,,, 1.15 , 110 , 28 ,,, 138 , 0 ,,,, 0 , 0 , 0 ,,, 0 , 5 , 4 ,,, 9 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,6.786,0.804,0,0,7.59,0.453,0.756,0,0,1.209, 115 , 32 , -   , -   , 147 
2011,11,ND, 0.40 ,,,, 0.40 , 0.05 , 0.02 ,,, 0.07 , 6 , 1 ,,, 7 , 2 , -   ,,, 2 , 0 , 0 ,,, 0 , 19 , 1 ,,, 20 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.172,0,0,0,2.172,0.313,0.086,0,0,0.399, 25 , 2 , -   , -   , 27 
2011,11,NE, 0.08 , 0.03 , -   , -   , 0.11 , 0.04 , 0.01 , 0.01 , -   , 0.06 , 8 , 2 , 2 , -   , 12 , 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 4 , 4 , -   , -   , 8 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,1.142,0.027,0,0,1.169,0.064,0.115,0.008,0,0.187, 12 , 6 , 2 , -   , 20 
2011,11,NH,,,,, -   , 1.73 , 0.85 , 0.29 , -   , 2.87 , 464 , 84 , 8 , -   , 556 ,,,,, -   , 0 , 0 , -   , -   , 0 , 65 , 10 , -   , -   , 75 ,,,,,0.00,0.00,0.00,0.06,,0.06, -   , -   , 1 ,, 1 ,,,,,0,0.631,0.288,0.239,,1.158, 172 , 13 , 3 ,, 188 ,0,0,0,0,0,2.651,1.27,0.592,0,4.513, 701 , 107 , 12 , -   , 820 
2011,11,NJ, 43.82 , 117.05 , -   , -   , 160.87 , 55.93 , 95.04 , 22.20 , -   , 173.16 ," 6,761 "," 1,162 ", 49 , -   ," 7,972 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 37 , 8 , -   , -   , 45 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0.14,0,0,0.14, -   , 1 , -   , -   , 1 ,43.82,117.048,0,0,160.868,56.338,95.305,22.197,0,173.84," 6,798 "," 1,171 ", 49 , -   ," 8,018 "
2011,11,NM, 36.75 , 0.50 , -   ,, 37.25 , 1.70 , 0.13 , -   ,, 1.83 , 473 , 8 , -   ,, 481 , -   , -   ,,, -   , 0 , 0 ,,, 0 , 4 , 1 ,,, 5 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,36.753,0.495,0,0,37.248,1.715,0.135,0,0,1.85, 477 , 9 , -   , -   , 486 
2011,11,NV, 545.68 , 810.91 , 54.05 , -   ," 1,410.64 ", 6.21 , 17.73 , 4.29 , -   , 28.22 ," 1,230 ", 338 , 47 , -   ," 1,615 ", 8 , 41 , -   , -   , 49 , 0 , 0 , -   , -   , 1 , 54 , 13 , -   , -   , 67 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.585,17.204,0,0,17.789,0.03,0.108,0.05,0,0.188, 5 , 2 , 1 , -   , 8 ,554.331,869.376,54.05,0,1477.757,6.491,18.15,4.339,0,28.98," 1,289 ", 353 , 48 , -   ," 1,690 "
2011,11,NY, -   , -   , -   , -   , -   , 9.82 , 6.61 , -   , -   , 16.43 ," 1,772 ", 323 , -   , -   ," 2,095 ",,,,, -   , 0 , 0 ,,, 1 , 58 , 8 ,,, 66 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.108,2.685,,,2.793, 11 , 6 ,,, 17 ,0,0,0,0,0,10.324,9.46,0,0,19.784," 1,841 ", 337 , -   , -   ," 2,178 "
2011,11,OH, -   , -   , -   , -   , -   , 2.99 , 16.79 , 0.40 , -   , 20.19 , 625 , 376 , 9 , -   ," 1,010 ", -   , -   , -   , -   , -   , 1 , 8 , 0 , -   , 10 , 217 , 90 , 3 , -   , 310 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.001,2.17,0.5,0,2.671, 1 , 6 , 1 , -   , 8 ,0,0,0,0,0,4.368,27.139,1.145,0,32.652, 844 , 472 , 13 , -   ," 1,329 "
2011,11,OK, 0.86 , -   , -   , -   , 0.86 , 0.29 , 0.14 , -   , -   , 0.43 , 97 , 8 , -   , -   , 105 , 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 16 , 9 , -   , -   , 25 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0.012,0,0,0,0.012, 2 , -   , -   , -   , 2 ,1.538,0,0,0,1.538,0.407,0.394,0,0,0.801, 115 , 17 , -   , -   , 132 
2011,11,OR, 121.18 , 120.34 , -   , -   , 241.52 , 8.14 , 11.65 , 0.40 , -   , 20.19 ," 2,235 ", 307 , 20 , -   ," 2,562 ", 3 , 7 , -   , -   , 10 , 0 , 0 , -   , -   , 1 , 26 , 8 , -   , -   , 34 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.251,0,0,0,0.251,0.021,1.036,0,0,1.057, 2 , 9 , -   , -   , 11 ,124.49,127.642,0,0,252.132,8.369,13.155,0.402,0,21.926," 2,263 ", 324 , 20 , -   ," 2,607 "
2011,11,PA, 1.88 , 2.38 , -   , -   , 4.25 , 36.13 , 58.06 , 13.40 , -   , 107.59 ," 4,907 ", 658 , 58 , -   ," 5,623 ", -   , 0 , -   , -   , 0 , 1 , 0 , 0 , -   , 1 , 160 , 43 , 1 , -   , 204 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.152,4.376,1.1,0,5.628, 6 , 19 , 1 , -   , 26 ,1.877,2.463,0,0,4.34,36.835,62.684,14.504,0,114.023," 5,073 ", 720 , 60 , -   ," 5,853 "
2011,11,RI,,,,, -   , 0.57 , 0.86 ,,, 1.42 , 134 , 47 ,,, 181 , 1 ,,,, 1 , 0 , 2 ,,, 2 , 9 , 6 ,,, 15 ,,,,,0.00,0.00,0.00,,,0.00, 1 , 1 ,,, 2 ,,,,,0,0,0,,,0, -   , -   ,,, -   ,1.17,0,0,0,1.17,0.602,3.229,0,0,3.831, 144 , 54 , -   , -   , 198 
2011,11,SC, 17.85 , 1.71 , -   , -   , 19.56 , 0.44 , 0.07 , -   , -   , 0.51 , 135 , 9 , -   , -   , 144 , 0 , -   , -   , -   , 0 , 0 , -   , -   , -   , 0 , 1 , -   , -   , -   , 1 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,17.851,1.711,0,0,19.562,0.438,0.073,0,0,0.511, 136 , 9 , -   , -   , 145 
2011,11,SD, 0.14 ,,,, 0.14 , 0.01 , 0.04 ,,, 0.05 , 2 , 2 ,,, 4 , 3 , 3 , -   , -   , 5 , 0 , 0 , -   , -   , 0 , 25 , 2 , -   , -   , 27 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,3.116,2.509,0,0,5.625,0.123,0.07,0,0,0.193, 27 , 4 , -   , -   , 31 
2011,11,TN, 0.76 , 6.14 , 16.84 , -   , 23.74 , 0.02 , 0.21 , 0.18 , -   , 0.40 , 6 , 10 , 1 , -   , 17 , -   , -   , -   , -   , -   , -   , 0 , -   , -   , 0 , -   , 1 , -   , -   , 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0.759,6.14,16.84,0,23.739,0.015,0.216,0.18,0,0.411, 6 , 11 , 1 , -   , 18 
2011,11,TX, 11.91 , -   ,,, 11.91 , 0.98 , 0.47 ,,, 1.45 , 159 , 35 ,,, 194 , -   , -   ,,, -   , 0 , 0 ,,, 0 , 23 , 6 ,,, 29 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,11.907,0,0,0,11.907,1.047,0.56,0,0,1.607, 182 , 41 , -   , -   , 223 
2011,11,UT, 0.43 , -   , -   , -   , 0.43 , 0.89 , 1.38 , 0.03 , -   , 2.30 , 288 , 56 , 1 , -   , 345 ,,,,, -   , 0 , 0 , -   , -   , 0 , 5 , 2 , -   , -   , 7 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.003,0.152,0,0,0.155, 1 , 3 , -   , -   , 4 ,0.432,0,0,0,0.432,0.906,1.537,0.028,0,2.471, 294 , 61 , 1 , -   , 356 
2011,11,VA, -   , 0.09 ,,, 0.09 , 3.23 , 2.00 , 0.02 ,, 5.25 , 727 , 102 , 1 ,, 830 ,,,,, -   , 0 , 0 , 0 ,, 0 , 49 , 7 , 1 ,, 57 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0.089,0,0,0.089,3.404,2.033,0.029,0,5.466, 776 , 109 , 2 , -   , 887 
2011,11,VT, 26.15 , 39.59 , -   , -   , 65.74 , 4.06 , 2.32 , 0.20 , -   , 6.58 , 843 , 93 , 4 , -   , 940 ,,,,, -   , 0 , 0 , -   ,, 0 , 25 , 4 , -   ,, 29 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.369,0.171,,,0.54, 57 , 2 ,,, 59 ,26.146,39.594,0,0,65.74,4.615,2.563,0.197,0,7.375, 925 , 99 , 4 , -   ," 1,028 "
2011,11,WA, 6.63 , 2.54 , -   , -   , 9.17 , 4.24 , 1.63 , 0.02 , -   , 5.89 ," 1,191 ", 162 , 1 , -   ," 1,354 ", -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 63 , 3 , -   , -   , 66 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.182,0.002,0,0,0.184, 16 , 1 , -   , -   , 17 ,6.627,2.539,0,0,9.166,5.463,1.638,0.024,0,7.125," 1,270 ", 166 , 1 , -   ," 1,437 "
2011,11,WI, 3.37 , 2.11 ,,, 5.48 , 2.25 , 2.34 , 0.02 ,, 4.61 , 461 , 215 , 1 ,, 677 , 1 , 2 ,,, 3 , 1 , 2 ,,, 2 , 89 , 75 ,,, 164 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.052,8.42,,,8.472, 2 , 38 ,,, 40 ,4.581,4.249,0,0,8.83,3.151,12.271,0.019,0,15.441, 552 , 328 , 1 , -   , 881 
2011,11,WV, 1.72 , -   ,,, 1.72 , 0.47 , 0.26 ,,, 0.73 , 123 , 23 ,,, 146 , 0 , -   ,,, 0 , 0 , 0 ,,, 0 , 26 , 4 ,,, 30 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.001,,,0.001,, 1 ,,, 1 ,1.844,0,0,0,1.844,0.552,0.274,0,0,0.826, 149 , 28 , -   , -   , 177 
